43;"The robot Johnny 5 is voiced by Steve Guttenberg in the "Short Circuit" movies.";F
44;"The robot Mechani-Kong appears in the "King Kong Escapes" movie.";T
44;"The robot Mechani-Kong appears in the "King Kong Escapes" movie.";F
45;The robot T-800 is sent back in time to protect John Connor.;T
45;The robot T-800 is sent back in time to protect John Connor.;F
46;The robot ASIMO was developed by Honda.;F
46;The robot ASIMO was developed by Honda.;T
47;The robot R2-D2 communicates using a series of beeps and whistles.;T
47;The robot R2-D2 communicates using a series of beeps and whistles.;F
48;The robot Wall-E befriends a cockroach in the movie.;T
48;The robot Wall-E befriends a cockroach in the movie.;F
49;"The robot KITT is a talking car in the TV series "Knight Rider.";F
49;"The robot KITT is a talking car in the TV series "Knight Rider.";T
50;The robot T-1000 can change its shape and mimic humans.;F
50;The robot T-1000 can change its shape and mimic humans.;T
51;"The robot Roy Batty is a central character in the movie "Blade Runner.";T
51;"The robot Roy Batty is a central character in the movie "Blade Runner.";F
52;"The robot Daryl is a military experiment in the movie "D.A.R.Y.L.";F
52;"The robot Daryl is a military experiment in the movie "D.A.R.Y.L.";T
53;"The robot Gipsy Danger is a giant robot in the movie "Pacific Rim.";T
53;"The robot Gipsy Danger is a giant robot in the movie "Pacific Rim.";F
54;"The robot TARS is a sarcastic and humorous character in the movie "Interstellar.";F
54;"The robot TARS is a sarcastic and humorous character in the movie "Interstellar.";T
55;The robot Mechagodzilla is a villainous robot version of Godzilla.;T
55;The robot Mechagodzilla is a villainous robot version of Godzilla.;F
56;"The robot Chitti is a humanoid robot in the Indian film "Enthiran".";T
56;"The robot Chitti is a humanoid robot in the Indian film "Enthiran".";F
57;"The robot Ava ultimately betrays her creator in the movie "Ex Machina.";T
57;"The robot Ava ultimately betrays her creator in the movie "Ex Machina.";F
58;The robot WALL-E discovers a plant that renews hope for humanity.;F
58;The robot WALL-E discovers a plant that renews hope for humanity.;T
59;"The robot H.A.L. 9000 famously says, "I'm sorry, Dave. I'm afraid I can't do that.";T
59;"The robot H.A.L. 9000 famously says, "I'm sorry, Dave. I'm afraid I can't do that.";F
60;The robot RoboCop is set in a crime-ridden Detroit in the future.;T
60;The robot RoboCop is set in a crime-ridden Detroit in the future.;F
61;"The robot K-2SO sacrifices himself to help the Rebel Alliance in "Rogue One: A Star Wars Story.";T
61;"The robot K-2SO sacrifices himself to help the Rebel Alliance in "Rogue One: A Star Wars Story.";F
62;"The robot B9, known as "Robot" appears in the TV series "Lost in Space.";T
62;"The robot B9, known as "Robot" appears in the TV series "Lost in Space.";F
63;"The robot TARS can manipulate gravity in the movie "Interstellar.";F
63;"The robot TARS can manipulate gravity in the movie "Interstellar.";T
64;The robot Wall-E collects and treasures human artifacts he finds.;F
64;The robot Wall-E collects and treasures human artifacts he finds.;T
